# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct  1 07:10:39 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
kepid,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
8765560,CANDIDATE,47.109630600,1.9400000e-04,-1.9400000e-04,1.2300,6.9230,-0.6050,5.74100,0.17200,-0.17200,7.5220e+02,2.220e+01,-2.220e+01,78.98,3.094e+01,-5.745e+01,751.0,,,75.40,89.11,-70.44,35.10,5258.00,159.00,-159.00,3.597,0.968,-0.242,2.7800,1.0890,-2.0220
11760860,CONFIRMED,2.416601490,5.2300000e-06,-5.2300000e-06,0.0350,0.4060,-0.0350,1.96990,0.05540,-0.05540,8.3600e+01,2.900e+00,-2.900e+00,0.92,1.500e-01,-6.000e-02,1343.0,,,770.05,333.38,-155.62,33.70,5705.00,103.00,-125.00,4.444,0.040,-0.128,1.0260,0.1590,-0.0680
7910148,FALSE POSITIVE,4.252082243,1.1580000e-06,-1.1580000e-06,1.2680,0.1510,-0.0970,2.75430,0.01230,-0.01230,8.2905e+03,4.060e+01,-4.060e+01,33.14,5.970e+00,-4.340e+00,1064.0,,,303.48,177.62,-103.01,254.80,5802.00,191.00,-191.00,4.492,0.130,-0.130,0.7940,0.1430,-0.1040
12459731,FALSE POSITIVE,14.180228311,7.6880000e-06,-7.6880000e-06,0.7950,0.0720,-0.0580,4.53440,0.01130,-0.01130,1.7274e+05,4.100e+02,-4.100e+02,62.41,1.929e+01,-1.039e+01,873.0,,,137.11,128.71,-55.62,472.30,6289.00,197.00,-241.00,4.330,0.124,-0.186,1.1420,0.3530,-0.1900
12735740,CONFIRMED,282.525355800,1.2190000e-04,-1.2190000e-04,0.2480,0.0500,-0.0750,10.79650,0.02920,-0.02920,9.7464e+03,1.670e+01,-1.670e+01,8.98,1.310e+00,-4.700e-01,264.0,,,1.15,0.47,-0.20,696.00,5725.00,102.00,-113.00,4.506,0.038,-0.113,0.9130,0.1330,-0.0480
4678875,FALSE POSITIVE,1.878876730,9.9000000e-08,-9.9000000e-08,0.4410,0.0030,-0.0040,6.60887,0.00488,-0.00488,8.2439e+05,3.630e+02,-3.630e+02,148.25,4.394e+01,-2.364e+01,1846.0,,,2750.37,2329.71,-1029.17,3176.90,6569.00,157.00,-196.00,4.281,0.128,-0.176,1.2350,0.3660,-0.1970
7812175,FALSE POSITIVE,17.793911590,1.4060000e-05,-1.4060000e-05,0.6920,0.0130,-0.0110,4.31940,0.02190,-0.02190,9.3395e+04,7.440e+02,-7.440e+02,33.30,0.000e+00,0.000e+00,697.0,,,55.88,0.00,0.00,247.00,5780.00,,,4.438,,,1.0000,,
7708193,FALSE POSITIVE,7.942583252,3.9630000e-06,-3.9630000e-06,1.5220,0.2420,-0.1550,7.06120,0.02230,-0.02230,8.8327e+04,1.460e+02,-1.460e+02,219.02,9.252e+01,-1.387e+02,1285.0,,,644.35,890.73,-569.09,855.40,5516.00,230.00,-192.00,3.765,0.772,-0.257,2.1780,0.9200,-1.3790
5478083,FALSE POSITIVE,15.852310850,1.6100000e-05,-1.6100000e-05,6.2860,25.8500,-0.3590,4.87070,0.02480,-0.02480,4.3786e+05,1.732e+03,-1.732e+03,679.44,0.000e+00,0.000e+00,725.0,,,65.17,0.00,0.00,252.40,5780.00,,,4.438,,,1.0000,,
10857342,FALSE POSITIVE,2.415925551,1.4260000e-06,-1.4260000e-06,0.5110,0.0110,-0.0140,9.77690,0.01500,-0.01500,5.6097e+05,4.880e+02,-4.880e+02,300.82,8.048e+01,-1.611e+02,3329.0,,,29070.10,22991.70,-23811.01,1598.30,8796.00,242.00,-380.00,3.711,0.519,-0.122,3.2780,0.8770,-1.7550
5215700,FALSE POSITIVE,0.656201038,4.4000000e-08,-4.4000000e-08,1.4390,0.0520,-0.0500,4.17901,0.00762,-0.00762,1.7486e+05,1.310e+02,-1.310e+02,112.77,3.589e+01,-1.197e+01,2157.0,,,5094.25,4930.11,-1615.38,2065.80,6025.00,190.00,-232.00,4.472,0.052,-0.208,0.9990,0.3180,-0.1060
8780959,FALSE POSITIVE,2.617280959,2.7780000e-06,-2.7780000e-06,3.6510,0.7030,-0.0630,9.66100,0.04320,-0.04320,3.0899e+03,1.390e+01,-1.390e+01,395.94,1.125e+02,-9.214e+01,1689.0,,,1918.98,1560.99,-932.24,262.40,6432.00,155.00,-214.00,4.207,0.190,-0.171,1.3450,0.3820,-0.3130
8780959,CANDIDATE,18.577903000,3.2330000e-03,-3.2330000e-03,0.1050,0.3520,-0.1050,20.11000,4.10000,-4.10000,9.9800e+01,1.710e+01,-1.710e+01,1.36,3.800e-01,-3.200e-01,879.0,,,140.97,114.68,-68.48,6.60,6432.00,155.00,-214.00,4.207,0.190,-0.171,1.3450,0.3820,-0.3130
5565486,FALSE POSITIVE,1.412524016,1.8300000e-07,-1.8300000e-07,0.8460,0.0460,-0.0370,5.74859,0.00587,-0.00587,1.7578e+05,1.490e+02,-1.490e+02,68.92,2.019e+01,-8.630e+00,1978.0,,,3627.17,3136.17,-1284.87,1475.40,6690.00,185.00,-278.00,4.375,0.062,-0.175,1.1740,0.3440,-0.1470
8453214,FALSE POSITIVE,5.776767320,1.5830000e-05,-1.5830000e-05,1.2730,9.9410,-0.2120,6.82200,0.10500,-0.10500,5.7948e+03,8.690e+01,-8.690e+01,26.20,1.870e+00,-2.560e+00,670.0,,,47.55,15.07,-14.48,74.10,4401.00,154.00,-170.00,4.621,0.053,-0.025,0.6450,0.0460,-0.0630
8552719,CONFIRMED,88.406787180,8.0350000e-05,-8.0350000e-05,0.5350,0.0560,-0.1980,12.30790,0.07820,-0.07820,1.7244e+03,5.500e+00,-5.500e+00,4.55,7.300e-01,-4.500e-01,410.0,,,6.65,2.97,-1.67,328.00,5611.00,100.00,-112.00,4.388,0.080,-0.120,1.0730,0.1730,-0.1060
8556077,FALSE POSITIVE,3.635723653,6.9840000e-06,-6.9840000e-06,0.6770,0.2290,-0.4470,2.18620,0.05050,-0.05050,8.0000e+01,2.200e+00,-2.200e+00,1.23,2.100e-01,-1.700e-01,1478.0,,,1126.72,482.11,-326.51,43.10,6422.00,77.00,-77.00,4.249,0.126,-0.115,1.2950,0.2160,-0.1770
7757698,FALSE POSITIVE,369.181947000,6.7110000e-03,-6.7110000e-03,0.0210,0.4280,-0.0210,3.23900,0.35200,-0.35200,9.1300e+02,1.120e+02,-1.120e+02,2.60,7.700e-01,-2.400e-01,245.0,,,0.85,0.73,-0.23,9.90,5959.00,160.00,-178.00,4.546,0.036,-0.204,0.8590,0.2520,-0.0790
8625821,FALSE POSITIVE,45.396838500,1.6290000e-04,-1.6290000e-04,1.2350,67.6400,-0.2050,4.47700,0.16100,-0.16100,1.3552e+03,4.220e+01,-4.220e+01,21.23,3.710e+00,-1.320e+00,437.0,,,8.62,4.75,-1.83,38.90,5649.00,169.00,-152.00,4.633,0.030,-0.112,0.7050,0.1230,-0.0440
8652999,FALSE POSITIVE,15.160166000,1.1220000e-04,-1.1220000e-04,0.2280,0.2370,-0.2280,5.85600,0.16600,-0.16600,3.0790e+02,1.380e+01,-1.380e+01,2.09,6.300e-01,-4.200e-01,821.0,,,107.59,94.29,-47.23,26.10,5940.00,158.00,-193.00,4.300,0.158,-0.193,1.1910,0.3570,-0.2380
12164770,FALSE POSITIVE,2.630094380,1.2490000e-05,-1.2490000e-05,1.1950,0.4460,-0.1050,11.22600,0.23000,-0.23000,3.8890e+02,6.800e+00,-6.800e+00,25.55,8.260e+00,-2.770e+00,1480.0,,,1135.97,1053.25,-346.37,69.40,6338.00,153.00,-210.00,4.418,0.067,-0.216,1.0910,0.3530,-0.1180
9541322,FALSE POSITIVE,9.405270280,2.8000000e-05,-2.8000000e-05,1.2120,72.8000,-2.4420,2.07600,0.13900,-0.13900,4.7090e+02,2.790e+01,-2.790e+01,25.39,8.130e+00,-2.700e+00,938.0,,,182.72,171.30,-54.95,20.70,6347.00,170.00,-207.00,4.464,0.054,-0.216,0.9960,0.3190,-0.1060
10470616,FALSE POSITIVE,4.157137660,3.5440000e-05,-3.5440000e-05,0.1210,0.3380,-0.1210,1.80800,0.21100,-0.21100,7.7000e+01,1.030e+01,-1.030e+01,1.17,4.100e-01,-1.700e-01,1401.0,,,908.82,931.37,-343.82,9.20,6470.00,177.00,-243.00,4.301,0.090,-0.210,1.3240,0.4610,-0.1970
10362031,FALSE POSITIVE,3.213690400,1.4730000e-05,-1.4730000e-05,0.5700,0.0590,-0.4470,2.20500,0.12300,-0.12300,5.5800e+01,3.500e+00,-3.500e+00,1.22,3.600e-01,-3.200e-01,1591.0,,,1515.70,1334.19,-816.37,19.20,6184.00,190.00,-253.00,4.151,0.220,-0.180,1.5790,0.4590,-0.4130
6373680,FALSE POSITIVE,2.870660260,1.5030000e-05,-1.5030000e-05,0.2860,0.1640,-0.2860,1.54100,0.12800,-0.12800,4.5080e+02,4.130e+01,-4.130e+01,1.72,4.400e-01,-1.500e-01,1196.0,,,484.17,368.99,-126.55,13.20,5910.00,159.00,-177.00,4.578,0.044,-0.187,0.7960,0.2060,-0.0690
10963242,FALSE POSITIVE,31.246110880,,,,,,4.76000,,,,,,,,,,,,,,,,,,,,,,,,
9150827,FALSE POSITIVE,82.372084580,,,,,,6.35000,,,,,,,,,,,,,,,,,,,,,,,,
9957351,FALSE POSITIVE,0.991105114,7.0600000e-07,-7.0600000e-07,0.6230,0.0700,-0.0620,2.21370,0.01370,-0.01370,2.8639e+05,1.535e+03,-1.535e+03,36.87,2.930e+00,-2.620e+00,1257.0,,,589.31,201.47,-149.77,273.80,4769.00,171.00,-171.00,4.673,0.052,-0.032,0.5780,0.0460,-0.0410
5385575,FALSE POSITIVE,12.425580393,,,1.2220,,,57.20120,,,1.1310e+03,,,21.34,8.900e-01,-1.520e+00,563.0,,,23.83,5.28,-5.64,58.80,4594.00,138.00,-138.00,4.580,0.042,-0.028,0.7430,0.0310,-0.0530
3732035,CONFIRMED,138.944022000,1.3110000e-03,-1.3110000e-03,0.1950,0.2450,-0.1950,10.61100,0.19200,-0.19200,5.3020e+02,2.170e+01,-2.170e+01,2.57,4.100e-01,-2.800e-01,384.0,,,5.13,2.29,-1.40,28.00,6014.00,108.00,-133.00,4.362,0.084,-0.116,1.1150,0.1800,-0.1200
5385697,FALSE POSITIVE,12.426045400,1.7670000e-04,-1.7670000e-04,0.9670,0.0330,-0.0490,27.76910,0.00000,0.00000,5.8210e+02,8.800e+00,-8.800e+00,2.64,6.700e-01,-2.200e-01,706.0,,,58.88,45.20,-15.17,55.70,5645.00,169.00,-169.00,4.569,0.042,-0.168,0.8170,0.2070,-0.0690
5385697,FALSE POSITIVE,12.426000200,2.1070000e-04,-2.1070000e-04,0.9710,0.0520,-0.0900,30.19660,0.00000,0.00000,4.6860e+02,7.400e+00,-7.400e+00,2.39,6.100e-01,-2.000e-01,706.0,,,58.88,45.20,-15.17,47.80,5645.00,169.00,-169.00,4.569,0.042,-0.168,0.8170,0.2070,-0.0690
8823833,FALSE POSITIVE,1.506501360,4.6790000e-06,-4.6790000e-06,0.5560,0.0400,-0.4550,3.11260,0.08430,-0.08430,6.6900e+01,1.900e+00,-1.900e+00,0.80,1.700e-01,-1.400e-01,1562.0,,,1403.44,909.44,-553.82,41.90,5607.00,151.00,-151.00,4.381,0.176,-0.144,0.9480,0.2060,-0.1690
5008501,CANDIDATE,0.968026356,1.0110000e-06,-1.0110000e-06,0.0550,0.4000,-0.0550,0.71430,0.03650,-0.03650,2.1270e+02,8.900e+00,-8.900e+00,1.78,5.100e-01,-1.800e-01,2167.0,,,5205.91,4263.06,-1489.04,32.60,6469.00,154.00,-193.00,4.385,0.060,-0.180,1.1930,0.3420,-0.1220
5015913,FALSE POSITIVE,1.179969562,2.5700000e-07,-2.5700000e-07,1.2440,0.4220,-0.1040,1.97450,0.01070,-0.01070,1.1093e+03,4.900e+00,-4.900e+00,120.02,2.878e+01,-4.316e+01,2960.0,,,18136.88,11462.94,-11137.21,277.90,5500.00,83.00,-83.00,3.491,0.254,-0.117,3.8990,0.9350,-1.4020
5103942,FALSE POSITIVE,10.101767390,2.3870000e-05,-2.3870000e-05,1.2510,69.6000,-1.5380,2.12670,0.09810,-0.09810,6.0170e+02,2.530e+01,-2.530e+01,26.09,7.880e+00,-2.470e+00,829.0,,,111.86,99.21,-31.74,28.80,6058.00,164.00,-201.00,4.540,0.037,-0.212,0.8670,0.2620,-0.0820
5184709,CANDIDATE,10.579100090,3.3620000e-05,-3.3620000e-05,0.4040,0.0520,-0.4040,1.45530,0.09360,-0.09360,3.2930e+02,2.250e+01,-2.250e+01,2.03,6.100e-01,-2.600e-01,929.0,,,175.79,155.88,-63.12,17.90,6323.00,174.00,-261.00,4.418,0.062,-0.188,1.0930,0.3290,-0.1410
5195172,CONFIRMED,1.480283464,6.1720000e-06,-6.1720000e-06,0.0580,0.3920,-0.0580,2.48600,0.10800,-0.10800,6.0500e+01,3.300e+00,-3.300e+00,0.97,1.600e-01,-1.700e-01,1822.0,,,2597.27,1166.42,-977.20,21.30,5897.00,105.00,-117.00,4.250,0.156,-0.104,1.2590,0.2040,-0.2240
8678664,FALSE POSITIVE,15.420409367,4.3680000e-06,-4.3680000e-06,0.9550,0.1740,-0.0440,2.37070,0.01760,-0.01760,1.4759e+04,7.190e+01,-7.190e+01,16.62,3.740e+00,-1.600e+00,661.0,,,45.03,31.02,-12.49,268.50,5468.00,164.00,-164.00,4.505,0.053,-0.158,0.8800,0.1980,-0.0850
8832512,CONFIRMED,9.976820720,3.4320000e-05,-3.4320000e-05,0.0220,0.4290,-0.0220,3.48730,0.09310,-0.09310,9.6680e+02,3.510e+01,-3.510e+01,2.85,7.300e-01,-4.600e-01,802.0,,,97.85,76.43,-36.54,31.30,5500.00,166.00,-166.00,4.416,0.124,-0.171,0.9280,0.2390,-0.1470
8892721,FALSE POSITIVE,61.491341500,2.8580000e-04,-2.8580000e-04,0.9200,0.0100,-0.0090,9.62700,0.21300,-0.21300,3.6924e+03,8.620e+01,-8.620e+01,4.57,3.900e-01,-3.600e-01,323.0,,,2.58,0.93,-0.68,70.50,4796.00,172.00,-172.00,4.656,0.054,-0.036,0.5980,0.0520,-0.0470
7778664,CANDIDATE,5.026381500,1.5050000e-04,-1.5050000e-04,0.1850,0.2790,-0.1850,4.38400,0.68200,-0.68200,7.7200e+01,1.110e+01,-1.110e+01,0.84,2.300e-01,-1.200e-01,1065.0,,,305.12,241.26,-107.21,8.50,5783.00,155.00,-172.00,4.418,0.120,-0.180,0.9620,0.2590,-0.1390
9042357,FALSE POSITIVE,16.003516790,6.6900000e-05,-6.6900000e-05,1.2090,72.3300,-0.4580,4.00100,0.16600,-0.16600,6.6830e+02,2.670e+01,-2.670e+01,18.01,2.090e+00,-1.710e+00,586.0,,,27.83,11.18,-7.63,29.90,5283.00,157.00,-157.00,4.594,0.065,-0.058,0.6950,0.0810,-0.0660
9115681,FALSE POSITIVE,1.863908860,1.3310000e-05,-1.3310000e-05,1.2000,2.2390,-0.1880,4.41400,0.32500,-0.32500,1.7610e+02,1.130e+01,-1.130e+01,77.99,9.830e+00,-2.948e+01,2902.0,,,16718.87,6840.23,-11056.90,18.30,6689.00,179.00,-219.00,3.594,0.336,-0.084,3.3810,0.4260,-1.2780
10481045,FALSE POSITIVE,2.037439420,1.7320000e-05,-1.7320000e-05,0.1020,0.3640,-0.1020,3.10300,0.24500,-0.24500,1.1250e+02,8.800e+00,-8.800e+00,0.82,2.000e-01,-7.000e-02,1299.0,,,673.94,481.19,-183.31,16.00,5751.00,173.00,-173.00,4.577,0.050,-0.150,0.7740,0.1810,-0.0720
8107034,FALSE POSITIVE,332.749840000,4.4130000e-02,-4.4130000e-02,0.1296,0.3117,-0.1296,14.77000,2.60000,-2.60000,5.1810e+02,7.880e+01,-7.880e+01,2.55,1.300e+00,-2.900e-01,302.0,,,1.97,3.06,-0.64,8.70,6372.00,177.00,-244.00,4.375,0.079,-0.300,1.1120,0.5690,-0.1260
3962751,FALSE POSITIVE,45.603047850,,,,,,8.35000,,,,,,,,,,,,,,,,,,,,,,,,
8582291,FALSE POSITIVE,2.468101500,1.4080000e-05,-1.4080000e-05,0.6890,0.2410,-0.4610,2.83000,0.18300,-0.18300,1.7280e+02,9.700e+00,-9.700e+00,1.22,2.700e-01,-1.500e-01,1244.0,,,564.74,389.07,-178.09,22.10,5516.00,166.00,-166.00,4.466,0.100,-0.150,0.8720,0.1960,-0.1050
5110683,FALSE POSITIVE,12.534499090,,,,,,6.02000,,,,,,,,,,,,,,,,,,,,,,,,
7967861,FALSE POSITIVE,215.152180000,3.0820000e-02,-3.0820000e-02,0.2999,0.1486,-0.2998,19.97000,2.40000,-2.40000,2.6420e+02,3.490e+01,-3.490e+01,1.36,5.200e-01,-1.100e-01,287.0,,,1.61,1.84,-0.38,6.70,5914.00,161.00,-162.00,4.563,0.030,-0.276,0.8280,0.3200,-0.0630
8179325,FALSE POSITIVE,3.172757110,2.3650000e-05,-2.3650000e-05,0.0300,0.4260,-0.0300,5.40400,0.19300,-0.19300,3.1320e+02,1.230e+01,-1.230e+01,1.27,1.700e-01,-1.000e-01,966.0,,,206.07,98.17,-52.11,30.10,5058.00,184.00,-163.00,4.610,0.027,-0.082,0.7390,0.0970,-0.0570
5211199,CANDIDATE,6.682312490,5.9060000e-05,-5.9060000e-05,0.8920,0.0050,-0.6220,3.25100,0.17400,-0.17400,4.8700e+01,4.400e+00,-4.400e+00,2.09,3.900e-01,-7.200e-01,1350.0,,,784.74,392.49,-468.44,12.30,5343.00,85.00,-74.00,3.764,0.238,-0.102,2.5060,0.4680,-0.8700
5475494,FALSE POSITIVE,0.736194480,1.2820000e-06,-1.2820000e-06,0.6890,0.0640,-0.4980,1.11480,0.05890,-0.05890,2.4730e+02,1.240e+01,-1.240e+01,1.84,5.000e-01,-2.200e-01,2268.0,,,6218.56,4985.68,-1977.91,27.20,6355.00,172.00,-211.00,4.418,0.060,-0.180,1.0900,0.2970,-0.1270
9412445,FALSE POSITIVE,10.186707590,9.7600000e-05,-9.7600000e-05,0.6770,0.3230,-0.4130,7.49800,0.52300,-0.52300,2.6120e+02,1.210e+01,-1.210e+01,0.95,3.000e-02,-5.000e-02,477.0,,,12.29,1.56,-1.73,35.50,3995.00,53.00,-59.00,4.694,0.026,-0.014,0.5550,0.0190,-0.0250
7866914,FALSE POSITIVE,365.994154000,5.0710000e-03,-5.0710000e-03,0.8353,0.0650,-0.5800,13.07100,0.36100,-0.36100,6.9850e+02,3.330e+01,-3.330e+01,2.87,1.120e+00,-2.800e-01,263.0,,,1.14,1.28,-0.32,23.80,6074.00,150.00,-176.00,4.466,0.055,-0.281,0.9650,0.3770,-0.0960
6057684,FALSE POSITIVE,0.540289560,1.0290000e-06,-1.0290000e-06,1.1810,0.1800,-0.0930,3.61900,0.13800,-0.13800,2.9350e+02,6.600e+00,-6.600e+00,21.45,7.190e+00,-1.920e+00,2279.0,,,6356.72,6311.03,-1791.64,58.40,5997.00,169.00,-211.00,4.483,0.056,-0.224,0.9930,0.3330,-0.0890
5271608,FALSE POSITIVE,2.490474680,1.1630000e-05,-1.1630000e-05,0.5220,0.0290,-0.4430,2.20030,0.09340,-0.09340,2.2220e+02,1.270e+01,-1.270e+01,1.53,4.800e-01,-2.000e-01,1413.0,,,940.43,885.12,-336.16,20.70,6067.00,190.00,-232.00,4.433,0.087,-0.203,0.9970,0.3090,-0.1330
5357470,FALSE POSITIVE,2.172579630,7.9690000e-06,-7.9690000e-06,1.1070,18.0100,-0.1020,1.57940,0.08780,-0.08780,3.3550e+02,1.560e+01,-1.560e+01,13.55,3.580e+00,-2.910e+00,1518.0,,,1254.52,998.46,-570.02,27.10,6038.00,180.00,-180.00,4.340,0.225,-0.184,0.9710,0.2560,-0.2090
5443775,FALSE POSITIVE,3.307669761,3.9020000e-06,-3.9020000e-06,0.6020,0.1160,-0.4180,1.67200,0.03410,-0.03410,2.4310e+02,4.500e+00,-4.500e+00,3.87,4.600e-01,-1.050e+00,1840.0,,,2710.89,854.92,-1351.49,66.70,5959.00,80.00,-80.00,3.829,0.210,-0.070,2.3820,0.2780,-0.6490
5527172,FALSE POSITIVE,3.183961388,1.0690000e-06,-1.0690000e-06,0.6770,0.0090,-0.0100,3.78750,0.02190,-0.02190,3.9268e+04,1.520e+02,-1.520e+02,37.22,6.160e+00,-9.240e+00,1615.0,,,1608.01,695.76,-747.37,339.20,5716.00,77.00,-77.00,3.963,0.217,-0.093,1.7600,0.2910,-0.4370
7386391,FALSE POSITIVE,48.507991000,1.1390000e-03,-1.1390000e-03,0.9440,0.0230,-0.6990,8.98400,0.74400,-0.74400,2.8890e+02,3.030e+01,-3.030e+01,2.06,6.700e-01,-2.300e-01,511.0,,,16.08,15.92,-5.16,11.40,6031.00,189.00,-232.00,4.476,0.056,-0.224,0.9660,0.3150,-0.1050
5529643,FALSE POSITIVE,0.759766456,1.6200000e-06,-1.6200000e-06,1.2380,0.2500,-0.0990,5.32300,0.12200,-0.12200,4.8050e+02,8.700e+00,-8.700e+00,29.02,8.540e+00,-3.680e+00,2128.0,,,4850.10,4340.10,-1685.16,73.00,6174.00,193.00,-236.00,4.455,0.052,-0.195,1.0260,0.3020,-0.1300
9366989,FALSE POSITIVE,1.219034472,7.7700000e-07,-7.7700000e-07,0.0750,0.3710,-0.0750,2.15100,0.04450,-0.04450,6.9238e+03,7.580e+01,-7.580e+01,9.82,2.870e+00,-1.550e+00,1845.0,,,2734.97,2358.69,-1051.01,99.20,5833.00,162.00,-203.00,4.333,0.124,-0.201,1.1920,0.3480,-0.1880
9468717,FALSE POSITIVE,7.373392450,1.8620000e-05,-1.8620000e-05,1.1040,6.2340,-0.1030,2.88300,0.10200,-0.10200,1.2500e+02,4.000e+00,-4.000e+00,13.73,2.730e+00,-1.820e+00,1098.0,,,344.18,196.61,-115.18,36.60,6484.00,147.00,-196.00,4.360,0.104,-0.138,1.0930,0.2170,-0.1450
9528420,FALSE POSITIVE,4.708470970,1.3100000e-06,-1.3100000e-06,0.4180,0.0310,-0.0010,6.05030,0.01790,-0.01790,3.2622e+04,6.470e+01,-6.470e+01,19.58,6.010e+00,-2.580e+00,1202.0,,,493.00,444.95,-168.38,607.20,6214.00,169.00,-206.00,4.391,0.087,-0.203,1.0610,0.3260,-0.1400
9529744,FALSE POSITIVE,2.404556949,3.7340000e-06,-3.7340000e-06,0.9700,0.0010,-0.0010,7.49180,0.07420,-0.07420,4.0870e+02,3.700e+00,-3.700e+00,4.69,1.080e+00,-1.330e+00,1958.0,,,3474.41,2393.20,-1876.71,147.10,6426.00,175.00,-175.00,4.013,0.259,-0.130,1.7750,0.4110,-0.5030
7834712,CANDIDATE,66.119119000,1.0400000e-03,-1.0400000e-03,0.2560,0.2030,-0.2560,3.08600,0.31800,-0.31800,8.6200e+02,1.010e+02,-1.010e+02,3.00,8.500e-01,-3.400e-01,452.0,,,9.89,8.46,-3.14,9.80,5828.00,182.00,-203.00,4.462,0.050,-0.200,1.0280,0.2890,-0.1160
9574614,CANDIDATE,0.982090079,1.5700000e-07,-1.5700000e-07,1.2780,1.5730,-0.1200,1.44892,0.00574,-0.00574,5.3967e+03,8.800e+00,-8.800e+00,29.95,4.760e+00,-2.790e+00,1568.0,,,1426.18,728.36,-386.59,304.10,5472.00,163.00,-163.00,4.573,0.060,-0.097,0.7420,0.1180,-0.0690
9674608,FALSE POSITIVE,2.972047661,6.7450000e-06,-6.7450000e-06,1.2070,43.4100,-2.3220,1.19800,0.11900,-0.11900,5.9450e+03,4.200e+02,-4.200e+02,24.74,1.190e+00,-2.150e+00,881.0,,,142.01,33.36,-38.44,20.00,4491.00,134.00,-147.00,4.580,0.060,-0.020,0.7110,0.0340,-0.0620
8495415,FALSE POSITIVE,2.237180102,7.7740000e-06,-7.7740000e-06,0.3740,0.0950,-0.3740,1.47340,0.07730,-0.07730,4.9380e+02,2.540e+01,-2.540e+01,1.75,2.000e-01,-1.600e-01,1134.0,,,390.02,166.25,-107.82,23.30,5080.00,184.00,-163.00,4.538,0.065,-0.065,0.7930,0.0890,-0.0730
10341905,FALSE POSITIVE,0.933742320,3.5450000e-06,-3.5450000e-06,1.1880,0.1040,-0.1800,6.55200,0.21800,-0.21800,3.5140e+02,8.800e+00,-8.800e+00,18.29,3.990e+00,-1.590e+00,1638.0,,,1706.25,1109.50,-446.15,49.10,5553.00,149.00,-166.00,4.577,0.034,-0.136,0.8060,0.1760,-0.0700
10336927,FALSE POSITIVE,134.763089970,,,,,,8.77000,,,,,,,,,,,,,,,,,,,,,,,,
12115188,FALSE POSITIVE,0.495434094,4.4100000e-07,-4.4100000e-07,0.0090,0.4200,-0.0090,1.24960,0.02790,-0.02790,2.8790e+02,6.300e+00,-6.300e+00,1.57,3.900e-01,-1.700e-01,2151.0,,,5088.43,3876.23,-1460.79,57.20,5529.00,166.00,-150.00,4.471,0.062,-0.175,0.9360,0.2350,-0.1010
